date,Close
2020-11-19,364.9
2020-11-20,365.0
2020-11-23,367.8
2020-11-24,369.9
2020-11-25,361.7
2020-11-26,369.5
2020-11-27,372.8
2020-12-01,374.1
2020-12-02,365.2
2020-12-03,365.3
2020-12-04,365.4
2020-12-07,367.1
2020-12-08,369.3
2020-12-09,383.3
2020-12-10,379.4
2020-12-11,374.4
2020-12-14,375.8
2020-12-15,374.6
2020-12-16,373.2
2020-12-17,386.7
2020-12-18,385.9
2020-12-21,374.5
2020-12-22,377.2
2020-12-23,381.0
2020-12-24,389.5
2020-12-28,385.6
2020-12-29,396.4
2020-12-30,393.2
2020-12-31,398.1
2021-01-01,412.5
2021-01-04,429.7
2021-01-05,422.7
2021-01-06,417.1
2021-01-07,412.3
2021-01-08,413.1
2021-01-11,404.3
2021-01-12,407.4
2021-01-13,404.8
2021-01-14,404.7
2021-01-15,399.5
2021-01-18,397.0
2021-01-19,407.6
2021-01-20,397.5
2021-01-21,392.8
2021-01-22,387.0
2021-01-25,391.2
2021-01-27,386.9
2021-01-28,385.7
2021-01-29,386.5
2021-02-01,390.5
2021-02-02,383.6
2021-02-03,376.6
2021-02-04,377.1
2021-02-05,374.3
2021-02-08,380.5
2021-02-09,379.4
2021-02-10,379.4
2021-02-11,384.2
2021-02-12,379.3
2021-02-15,371.2
2021-02-16,375.9
2021-02-17,378.3
2021-02-18,379.2
2021-02-19,377.8
2021-02-22,377.8
2021-02-23,376.6
2021-02-24,380.2
2021-02-25,380.9
2021-02-26,382.2
2021-03-01,384.0
2021-03-02,381.4
2021-03-03,380.9
2021-03-04,379.8
2021-03-05,378.7
2021-03-08,376.5
2021-03-09,377.4
2021-03-10,376.8
2021-03-12,377.8
2021-03-15,374.0
2021-03-16,379.0
2021-03-17,374.0
2021-03-18,375.0
2021-03-19,372.5
2021-03-22,375.4
2021-03-23,382.3
2021-03-24,395.7
2021-03-25,391.9
2021-03-26,393.0
2021-03-30,394.1
2021-03-31,394.3
2021-04-01,397.0
2021-04-05,402.2
2021-04-06,415.0
2021-04-07,417.4
2021-04-08,415.0
2021-04-09,419.5
2021-04-12,423.0
2021-04-13,417.3
2021-04-15,416.3
2021-04-16,421.0
2021-04-19,420.0
2021-04-20,415.3
2021-04-22,414.4
2021-04-23,427.6
2021-04-26,432.5
2021-04-27,420.6
2021-04-28,424.8
2021-04-29,419.2
2021-04-30,419.6
2021-05-03,414.5
2021-05-04,414.5
2021-05-05,422.1
2021-05-06,415.4
2021-05-07,423.6
2021-05-10,421.8
2021-05-11,422.1
2021-05-12,419.2
2021-05-14,428.9
2021-05-17,426.4
2021-05-18,424.6
2021-05-19,422.4
2021-05-20,424.5
2021-05-21,422.0
2021-05-24,419.0
2021-05-25,423.4
2021-05-26,422.7
2021-05-27,420.5
2021-05-28,420.4
2021-05-31,419.2
2021-06-01,415.9
2021-06-02,413.9
2021-06-03,416.8
2021-06-04,419.4
2021-06-07,420.3
2021-06-08,414.9
2021-06-09,413.2
2021-06-10,414.0
2021-06-11,409.4
2021-06-14,408.9
2021-06-15,406.9
2021-06-16,410.8
2021-06-17,406.9
2021-06-18,416.9
2021-06-21,410.8
2021-06-22,412.2
2021-06-23,408.3
2021-06-24,415.5
2021-06-25,414.4
2021-06-28,416.7
2021-06-29,418.5
2021-06-30,420.2
2021-07-01,429.9
2021-07-02,427.8
2021-07-05,423.9
2021-07-06,433.9
2021-07-07,433.6
2021-07-08,436.7
2021-07-09,439.7
2021-07-12,438.1
2021-07-13,439.2
2021-07-14,437.7
2021-07-15,447.9
2021-07-16,452.4
2021-07-19,446.6
2021-07-20,440.8
2021-07-22,442.9
2021-07-23,442.8
2021-07-26,440.6
2021-07-27,439.8
2021-07-28,430.8
2021-07-29,431.8
2021-07-30,428.2
2021-08-02,435.6
2021-08-03,448.2
2021-08-04,456.6
2021-08-05,450.1
2021-08-06,447.0
2021-08-09,451.8
2021-08-10,446.4
2021-08-11,445.0
2021-08-12,447.4
2021-08-13,451.0
2021-08-16,449.3
2021-08-17,442.0
2021-08-18,436.9
2021-08-20,437.5
2021-08-23,443.2
2021-08-24,444.3
2021-08-25,445.1
2021-08-26,457.0
2021-08-27,462.1
2021-08-30,459.6
2021-08-31,462.8
2021-09-01,465.2
2021-09-02,463.9
2021-09-03,460.2
2021-09-06,456.9
2021-09-07,469.5
2021-09-08,468.1
2021-09-09,475.5
2021-09-13,480.5
2021-09-14,479.3
2021-09-15,476.9
2021-09-16,471.6
2021-09-17,481.3
2021-09-20,482.4
2021-09-21,483.6
2021-09-22,474.0
2021-09-23,469.9
2021-09-24,470.4
2021-09-27,465.5
2021-09-28,471.9
2021-09-29,471.5
2021-09-30,473.3
2021-10-01,464.2
2021-10-04,463.2
2021-10-05,468.5
2021-10-06,464.0
2021-10-07,461.8
2021-10-08,473.4
2021-10-11,469.8
2021-10-12,464.2
2021-10-13,462.3
2021-10-14,462.8
2021-10-18,460.9
2021-10-19,453.9
2021-10-20,445.4
2021-10-21,431.6
2021-10-22,427.3
2021-10-25,432.0
2021-10-26,440.4
2021-10-27,433.0
2021-10-28,422.7
2021-10-29,410.9
2021-11-01,407.4
2021-11-02,399.8
2021-11-03,403.6
2021-11-04,410.5
2021-11-08,407.3
2021-11-09,412.5
2021-11-10,410.0
2021-11-11,403.0
2021-11-12,411.4
2021-11-15,404.5
2021-11-16,404.6
2021-11-17,405.2
2021-11-18,403.8
2021-11-22,403.2
2021-11-23,404.0
2021-11-24,401.4
2021-11-25,401.1
2021-11-26,403.8
2021-11-29,399.1
2021-11-30,391.9
2021-12-01,391.3
2021-12-02,389.3
2021-12-03,383.0
2021-12-06,385.9
2021-12-07,389.3
2021-12-08,394.1
2021-12-09,392.6
2021-12-10,397.0
2021-12-13,388.1
2021-12-14,383.9
2021-12-15,382.4
2021-12-16,387.7
2021-12-17,375.7
2021-12-20,371.2
2021-12-21,375.4
2021-12-22,374.5
2021-12-23,377.9
2021-12-24,374.6
2021-12-27,372.0
2021-12-28,384.1
2021-12-29,380.7
2021-12-30,380.2
2021-12-31,376.9
2022-01-03,374.7
2022-01-04,372.7
2022-01-05,378.3
2022-01-06,374.0
2022-01-07,368.9
2022-01-10,371.8
2022-01-11,368.8
2022-01-12,373.4
2022-01-13,372.4
2022-01-14,372.2
2022-01-17,370.0
2022-01-18,364.3
2022-01-19,357.9
2022-01-20,351.5
2022-01-21,340.8
2022-01-24,335.5
2022-01-25,339.9
2022-01-27,339.7
2022-01-28,344.6
2022-01-31,347.4
2022-02-01,348.0
2022-02-02,340.5
2022-02-03,336.4
2022-02-04,334.5
2022-02-07,331.3
2022-02-08,329.5
2022-02-09,324.5
2022-02-10,313.6
2022-02-11,299.2
2022-02-14,295.2
2022-02-15,296.5
2022-02-16,302.7
2022-02-17,301.3
2022-02-18,309.7
2022-02-21,314.0
2022-02-22,305.1
2022-02-23,303.7
2022-02-24,296.5
2022-02-25,320.5
2022-02-28,316.4
2022-03-02,310.3
2022-03-03,316.3
2022-03-04,312.9
2022-03-07,297.9
2022-03-08,299.8
2022-03-09,301.6
2022-03-10,307.3
2022-03-11,304.5
2022-03-14,301.6
2022-03-15,305.9
2022-03-16,304.8
2022-03-17,299.5
2022-03-21,295.6
2022-03-22,294.6
2022-03-23,294.1
2022-03-24,297.5
2022-03-25,295.0
2022-03-28,292.9
2022-03-29,293.6
2022-03-30,301.6
2022-03-31,300.2
2022-04-01,311.9
2022-04-04,314.9
2022-04-05,316.1
2022-04-06,322.9
2022-04-07,318.7
2022-04-08,325.2
2022-04-11,329.7
2022-04-12,330.9
2022-04-13,333.7
2022-04-18,328.1
2022-04-19,323.3
2022-04-20,324.9
2022-04-21,330.0
2022-04-22,328.8
2022-04-25,326.5
2022-04-26,332.0
2022-04-27,334.0
2022-04-28,336.3
2022-04-29,341.8
2022-05-02,340.1
2022-05-04,335.2
2022-05-05,332.4
2022-05-06,325.6
2022-05-09,320.6
2022-05-10,318.4
2022-05-11,318.4
2022-05-12,305.8
2022-05-13,316.7
2022-05-16,321.3
2022-05-17,333.1
2022-05-18,323.6
2022-05-19,316.8
2022-05-20,309.7
2022-05-23,309.2
2022-05-24,302.4
2022-05-25,304.0
2022-05-26,304.0
2022-05-27,305.3
2022-05-30,306.0
2022-05-31,308.1
2022-06-01,308.0
2022-06-02,310.3
2022-06-03,312.4
2022-06-06,314.6
2022-06-07,310.2
2022-06-08,315.9
2022-06-09,319.3
2022-06-10,319.8
2022-06-13,317.2
2022-06-14,319.1
2022-06-15,317.3
2022-06-16,306.4
2022-06-17,305.4
2022-06-20,302.8
2022-06-21,304.2
2022-06-22,309.8
2022-06-23,311.2
2022-06-24,310.1
2022-06-27,313.0
2022-06-28,313.7
2022-06-29,315.0
2022-06-30,327.4
2022-07-01,324.8
2022-07-04,327.4
2022-07-05,325.6
2022-07-06,323.2
2022-07-07,323.3
2022-07-08,321.2
2022-07-11,316.8
2022-07-12,314.0
2022-07-13,312.6
2022-07-14,321.5
2022-07-15,322.8
2022-07-18,327.2
2022-07-19,325.8
2022-07-20,323.4
2022-07-21,324.2
2022-07-22,328.2
2022-07-25,325.0
2022-07-26,319.1
2022-07-27,320.9
2022-07-28,330.7
2022-07-29,323.6
2022-08-01,324.0
2022-08-02,320.1
2022-08-03,315.9
2022-08-04,322.3
2022-08-05,318.6
2022-08-08,319.1
2022-08-10,324.7
2022-08-11,325.2
2022-08-12,321.1
2022-08-16,319.8
2022-08-17,330.2
2022-08-18,328.6
