date,Close
2020-11-25,118.05
2020-11-26,119.65
2020-11-27,124.15
2020-12-01,123.75
2020-12-02,126.4
2020-12-03,127.25
2020-12-04,126.8
2020-12-07,126.35
2020-12-08,125.15
2020-12-09,125.8
2020-12-10,122.3
2020-12-11,123.15
2020-12-14,122.3
2020-12-15,123.15
2020-12-16,125.7
2020-12-17,125.1
2020-12-18,124.3
2020-12-21,113.3
2020-12-22,113.55
2020-12-23,116.5
2020-12-24,121.15
2020-12-28,128.3
2020-12-29,126.3
2020-12-30,126.8
2020-12-31,126.6
2021-01-01,128.4
2021-01-04,131.7
2021-01-05,133.0
2021-01-06,134.55
2021-01-07,135.45
2021-01-08,136.45
2021-01-11,151.9
2021-01-12,163.75
2021-01-13,167.05
2021-01-14,168.75
2021-01-15,179.2
2021-01-18,169.35
2021-01-19,178.1
2021-01-20,189.25
2021-01-21,200.1
2021-01-22,199.2
2021-01-25,192.2
2021-01-27,184.15
2021-01-28,183.7
2021-01-29,180.85
2021-02-01,192.5
2021-02-02,221.7
2021-02-03,227.9
2021-02-04,224.55
2021-02-05,217.5
2021-02-08,231.3
2021-02-09,223.8
2021-02-10,226.45
2021-02-11,223.75
2021-02-12,224.05
2021-02-15,229.5
2021-02-16,226.65
2021-02-17,227.3
2021-02-18,222.95
2021-02-19,214.7
2021-02-22,209.65
2021-02-23,223.05
2021-02-24,221.45
2021-02-25,229.35
2021-02-26,222.35
2021-03-01,226.05
2021-03-02,238.05
2021-03-03,239.95
2021-03-04,233.55
2021-03-05,223.85
2021-03-08,221.2
2021-03-09,217.0
2021-03-10,221.3
2021-03-12,218.65
2021-03-15,219.3
2021-03-16,220.3
2021-03-17,210.55
2021-03-18,211.35
2021-03-19,212.7
2021-03-22,208.65
2021-03-23,211.65
2021-03-24,202.75
2021-03-25,196.6
2021-03-26,204.05
2021-03-30,204.5
2021-03-31,207.8
2021-04-01,211.9
2021-04-05,210.05
2021-04-06,211.9
2021-04-07,211.9
2021-04-08,216.15
2021-04-09,219.1
2021-04-12,197.3
2021-04-13,208.5
2021-04-15,208.95
2021-04-16,213.45
2021-04-19,207.5
2021-04-20,205.2
2021-04-22,202.8
2021-04-23,202.4
2021-04-26,203.4
2021-04-27,207.6
2021-04-28,210.6
2021-04-29,207.85
2021-04-30,202.3
2021-05-03,201.75
2021-05-04,199.3
2021-05-05,200.7
2021-05-06,207.4
2021-05-07,208.45
2021-05-10,216.75
2021-05-11,217.25
2021-05-12,224.45
2021-05-14,215.0
2021-05-17,221.1
2021-05-18,228.9
2021-05-19,216.5
2021-05-20,211.85
2021-05-21,215.55
2021-05-24,214.7
2021-05-25,217.05
2021-05-26,217.2
2021-05-27,219.35
2021-05-28,219.45
2021-05-31,219.45
2021-06-01,219.0
2021-06-02,222.4
2021-06-03,224.2
2021-06-04,230.6
2021-06-07,237.9
2021-06-08,242.85
2021-06-09,236.4
2021-06-10,237.35
2021-06-11,241.5
2021-06-14,245.05
2021-06-15,242.85
2021-06-16,240.55
2021-06-17,238.0
2021-06-18,232.3
2021-06-21,230.15
2021-06-22,232.65
2021-06-23,230.8
2021-06-24,230.4
2021-06-25,233.85
2021-06-28,236.0
2021-06-29,235.15
2021-06-30,233.8
2021-07-01,237.0
2021-07-02,237.45
2021-07-05,238.3
2021-07-06,218.2
2021-07-07,218.3
2021-07-08,210.9
2021-07-09,210.9
2021-07-12,211.7
2021-07-13,214.1
2021-07-14,213.15
2021-07-15,213.6
2021-07-16,214.3
2021-07-19,212.65
2021-07-20,208.05
2021-07-22,208.3
2021-07-23,203.5
2021-07-26,201.85
2021-07-27,200.65
2021-07-28,195.85
2021-07-29,201.65
2021-07-30,202.4
2021-08-02,204.4
2021-08-03,209.1
2021-08-04,205.3
2021-08-05,206.35
2021-08-06,206.6
2021-08-09,205.25
2021-08-10,202.55
2021-08-11,203.4
2021-08-12,210.7
2021-08-13,211.55
2021-08-16,209.1
2021-08-17,204.95
2021-08-18,201.95
2021-08-20,194.9
2021-08-23,190.7
2021-08-24,192.65
2021-08-25,195.8
2021-08-26,195.75
2021-08-27,196.75
2021-08-30,201.0
2021-08-31,197.8
2021-09-01,203.3
2021-09-02,201.85
2021-09-03,203.5
2021-09-06,204.8
2021-09-07,202.85
2021-09-08,203.3
2021-09-09,205.85
2021-09-13,207.4
2021-09-14,210.75
2021-09-15,214.8
2021-09-16,214.55
2021-09-17,212.45
2021-09-20,205.85
2021-09-21,207.9
2021-09-22,213.5
2021-09-23,221.35
2021-09-24,218.9
2021-09-27,228.35
2021-09-28,226.7
2021-09-29,227.4
2021-09-30,229.5
2021-10-01,229.5
2021-10-04,235.45
2021-10-05,237.5
2021-10-06,231.35
2021-10-07,259.2
2021-10-08,263.65
2021-10-11,286.25
2021-10-12,289.75
2021-10-13,349.0
2021-10-14,342.6
2021-10-18,350.85
2021-10-19,331.8
2021-10-20,335.25
2021-10-21,349.75
2021-10-22,338.0
2021-10-25,330.4
2021-10-26,350.2
2021-10-27,342.8
2021-10-28,331.2
2021-10-29,333.05
2021-11-01,334.4
2021-11-02,335.9
2021-11-03,333.85
2021-11-04,337.15
2021-11-08,345.2
2021-11-09,350.9
2021-11-10,351.65
2021-11-11,346.65
2021-11-12,349.1
2021-11-15,348.0
2021-11-16,357.35
2021-11-17,365.0
2021-11-18,350.95
2021-11-22,334.7
2021-11-23,341.15
2021-11-24,336.45
2021-11-25,339.25
2021-11-26,316.85
2021-11-29,317.7
2021-11-30,315.75
2021-12-01,327.2
2021-12-02,329.85
2021-12-03,330.55
2021-12-06,321.65
2021-12-07,331.7
2021-12-08,340.05
2021-12-09,340.1
2021-12-10,340.45
2021-12-13,341.05
2021-12-14,336.95
2021-12-15,338.5
2021-12-16,338.7
2021-12-17,323.75
2021-12-20,307.8
2021-12-21,312.3
2021-12-22,323.95
2021-12-23,325.2
2021-12-24,321.95
2021-12-27,324.4
2021-12-28,330.6
2021-12-29,327.75
2021-12-30,323.85
2021-12-31,332.15
2022-01-03,342.6
2022-01-04,337.1
2022-01-05,337.2
2022-01-06,336.55
2022-01-07,337.8
2022-01-10,346.8
2022-01-11,345.15
2022-01-12,349.25
2022-01-13,352.5
2022-01-14,351.05
2022-01-17,361.45
2022-01-18,351.7
2022-01-19,358.6
2022-01-20,355.05
2022-01-21,345.5
2022-01-24,329.4
2022-01-25,337.75
2022-01-27,340.4
2022-01-28,342.4
2022-01-31,356.45
2022-02-01,347.2
2022-02-02,348.65
2022-02-03,347.35
2022-02-04,344.65
2022-02-07,340.55
2022-02-08,339.25
2022-02-09,345.1
2022-02-10,349.4
2022-02-11,343.45
2022-02-14,324.6
2022-02-15,347.0
2022-02-16,343.2
2022-02-17,344.2
2022-02-18,339.55
2022-02-21,340.45
2022-02-22,329.3
2022-02-23,328.4
2022-02-24,294.65
2022-02-25,316.55
2022-02-28,312.6
2022-03-02,308.15
2022-03-03,300.95
2022-03-04,287.3
2022-03-07,271.25
2022-03-08,269.7
2022-03-09,279.45
2022-03-10,288.9
2022-03-11,287.9
2022-03-14,283.45
2022-03-15,284.8
2022-03-16,292.55
2022-03-17,298.65
2022-03-21,294.65
2022-03-22,303.2
2022-03-23,300.05
2022-03-24,298.25
2022-03-25,297.5
2022-03-28,297.9
2022-03-29,298.6
2022-03-30,299.95
2022-03-31,298.65
2022-04-01,303.75
2022-04-04,307.6
2022-04-05,315.35
2022-04-06,314.05
2022-04-07,309.5
2022-04-08,311.25
2022-04-11,311.25
2022-04-12,301.75
2022-04-13,296.8
2022-04-18,298.65
2022-04-19,292.6
2022-04-20,303.3
2022-04-21,308.5
2022-04-22,302.15
2022-04-25,292.7
2022-04-26,299.45
2022-04-27,296.25
2022-04-28,300.2
2022-04-29,301.3
2022-05-02,298.0
2022-05-04,291.6
2022-05-05,293.5
2022-05-06,281.3
2022-05-09,278.1
2022-05-10,269.7
2022-05-11,267.25
2022-05-12,256.35
2022-05-13,278.35
2022-05-16,279.1
2022-05-17,292.05
2022-05-18,285.85
2022-05-19,274.45
2022-05-20,287.8
2022-05-23,290.15
2022-05-24,293.15
2022-05-25,287.1
2022-05-26,289.6
2022-05-27,295.8
2022-05-30,304.6
2022-05-31,305.4
2022-06-01,306.1
2022-06-02,302.35
2022-06-03,297.35
2022-06-06,297.65
2022-06-07,300.1
2022-06-08,299.95
2022-06-09,295.0
2022-06-10,294.7
2022-06-13,280.0
2022-06-14,278.95
2022-06-15,285.1
2022-06-16,270.55
2022-06-17,267.8
2022-06-20,263.5
2022-06-21,273.75
2022-06-22,270.65
2022-06-23,280.35
2022-06-24,281.8
2022-06-27,285.4
2022-06-28,287.15
2022-06-29,287.05
2022-06-30,283.5
2022-07-01,284.15
2022-07-04,281.2
2022-07-05,283.65
2022-07-06,286.65
2022-07-07,296.65
2022-07-08,304.0
2022-07-11,300.9
2022-07-12,296.45
2022-07-13,294.05
2022-07-14,294.7
2022-07-15,303.1
2022-07-18,310.45
2022-07-19,309.15
2022-07-20,312.2
2022-07-21,313.15
2022-07-22,313.2
2022-07-25,309.5
2022-07-26,303.75
2022-07-27,305.75
2022-07-28,304.5
2022-07-29,309.55
2022-08-01,329.95
2022-08-02,327.9
2022-08-03,322.1
2022-08-04,322.85
2022-08-05,320.3
2022-08-08,322.4
2022-08-10,327.4
2022-08-11,328.15
2022-08-12,328.8
2022-08-16,337.25
2022-08-17,334.2
2022-08-18,333.8
2022-08-19,324.3
2022-08-22,313.0
2022-08-23,317.0
2022-08-24,318.9
2022-08-25,316.15
2022-08-26,320.2
2022-08-29,312.15
2022-08-30,324.35
2022-09-01,321.45
2022-09-02,317.9
2022-09-05,316.0
2022-09-06,315.15
2022-09-07,306.95
2022-09-08,304.45
2022-09-09,307.0
2022-09-12,310.5
2022-09-13,314.5
2022-09-14,309.95
2022-09-15,307.95
2022-09-16,297.8
2022-09-19,292.9
2022-09-20,299.0
2022-09-21,294.45
2022-09-22,297.55
2022-09-23,291.3
2022-09-26,273.7
2022-09-27,274.55
2022-09-28,274.8
2022-09-29,276.95
2022-09-30,278.55
2022-10-03,273.8
2022-10-04,280.85
2022-10-06,285.1
2022-10-07,283.75
2022-10-10,272.6
2022-10-11,270.8
2022-10-12,273.0
2022-10-13,274.7
2022-10-14,272.8
2022-10-17,272.7
2022-10-18,278.35
2022-10-19,274.75
2022-10-20,274.1
2022-10-21,274.05
2022-10-24,276.5
2022-10-25,278.55
2022-10-27,280.7
2022-10-28,282.2
2022-10-31,284.2
2022-11-01,290.1
2022-11-02,290.65
2022-11-03,286.6
2022-11-04,292.85
2022-11-07,299.5
2022-11-09,298.2
2022-11-10,283.8
2022-11-11,291.6
2022-11-14,298.6
2022-11-15,301.0
2022-11-16,297.1
2022-11-17,291.35
2022-11-18,291.8
2022-11-21,289.95
2022-11-22,292.4
2022-11-23,291.95
2022-11-24,291.5
2022-11-25,298.25
2022-11-28,298.3
2022-11-29,298.2
2022-11-30,302.55
2022-12-01,301.75
2022-12-02,299.75
2022-12-05,295.2
2022-12-06,294.05
2022-12-07,289.25
2022-12-08,287.25
2022-12-09,284.55
2022-12-12,285.15
2022-12-13,288.15
2022-12-14,287.7
2022-12-15,286.9
2022-12-16,290.25
2022-12-19,287.8
2022-12-20,282.65
2022-12-21,277.2
2022-12-22,271.6
2022-12-23,260.5
2022-12-26,264.95
2022-12-27,271.35
2022-12-28,269.4
2022-12-29,265.7
2022-12-30,267.1
2023-01-02,271.8
2023-01-03,271.2
2023-01-04,265.5
2023-01-05,266.4
2023-01-06,263.0
2023-01-09,268.15
2023-01-10,284.3
2023-01-11,287.95
2023-01-12,283.85
2023-01-13,283.3
2023-01-16,284.35
2023-01-17,285.95
2023-01-18,281.2
2023-01-19,275.9
2023-01-20,277.55
2023-01-23,281.2
2023-01-24,290.65
2023-01-25,288.5
2023-01-27,306.8
2023-01-30,305.45
2023-01-31,311.25
2023-02-01,307.5
2023-02-02,306.25
2023-02-03,306.7
2023-02-06,304.3
2023-02-07,299.8
2023-02-08,303.0
2023-02-09,300.7
2023-02-10,306.95
2023-02-13,303.65
2023-02-14,303.3
2023-02-15,305.8
2023-02-16,304.05
2023-02-17,302.85
2023-02-20,305.0
2023-02-21,300.55
2023-02-22,295.7
